tweet_id,sentiment,content
1961176044,sadness,@Spiffums I wasn't near him.
1961176385,worry,"So yeah, things aren't going so well for me. I'm getting to feel like I haven't felt in a long, long time."
1961176734,neutral,Admitting that I don't like action plots and I do like romance plots always makes me feel like I'm setting back the feminist cause.
1961176839,neutral,@EllaPaigeBabe nothing really. sooo bored  xx
1961176908,worry,"getting ready, waiting for cor, picking up josh, movies &amp; out to dinner - then trailer perhaps? baccck to work tomorrow"
1961176973,hate,My new car is already giving me problems  That cant be a good sign.
1961176992,worry,forgot my lunch and no one else is ordering stuff  boooooo!
1961177419,neutral,hopefully im getting my new windows tomorrow. still using my mums lap... birthday tomorrow eve and facebook doesnt work somehow.
1961177715,fun,@BADnurse09 that's great! i was never so good at the jump roping...
1961177787,neutral,@hilarylanders I know  I think I'm like dieing!
1961178027,neutral,I want my real keys back
1961178192,worry,Hmm... the new sports catalog and card jitsu updates are not appearing for me
1961178216,worry,"Soo tired, couldn't get enough sleep"
1961178243,worry,"On the monday, so i wont be able to be with you!  i love you"
1961178280,worry,Going home... with sore #eyes
1961178410,worry,@SheGotItSheBadd i've been up most of what normal ppl consider the night.  no problem going to sleep but nightmares been waking me up.
1961178411,worry,"the day i was planing on doing my work, i havent ...... i leave everything to the last minuet ..."
1961178854,sadness,My TI89 died. I don't know why.
1961178861,sadness,So sad I'm going to miss seeing Pennywise again this year
1961179157,surprise,@bonnieguthrie why?!!?
1961179173,worry,one of the estate agents next door just caught me singing along to wham
1961179186,happiness,@Sak_Pase I guess u ain like me den.. My hair cut short..  lol
1961179513,love,@ChrisandCal Thats soooo pretty. Mine havnt flowered for years
1961179707,surprise,"@gipsy_dreamer Wow, you still haven't gotten them?"
1961180178,surprise,"@stacyshow gangstarr exgirl to the next girl, nas one mic, hold on i still can't listen so i guess it dont matter"
1961180185,relief,@VarrenAKABabyV oh no not difficult. It's just nuts that's how you have to market yourselves on home turf
1961180535,worry,"@nickcres ive tried to, and nothing has worked. i dont think he's all that bothered *sigh*"
1961181244,neutral,wave would trend higher that bing
1961181284,worry,@THE_WOCKEEZ i wish i can go. But i'm not in US
1961181483,love,@tommcfly I need to watch Star Trek
1961181828,hate,@t0ns:  nou moe... stomme banken/crisis shit :S
1961182531,happiness,@Spitphyre well good luck with #twpp in an hours time i think i will be on my way home  have fun!
1961182714,relief,@Novaw0lf damnit i didn't  but neither did you so win!
1961182875,worry,@chriss_yst so u are very burnt  sorry back or front burnt?
1961183191,empty,@MegaByte6 me too
1961183293,sadness,@thejiggerjames  not the same.. Can we party tonight jig
1961183530,neutral,"@tommcfly Philippines tour, please? Please? Please?"
1961184197,worry,"@AFCEAHelen If I end up working in DC, GMU is on my &quot;short list&quot; for Masters No. 2. Started Sys Eng program in the 90's; never finished."
1961184231,hate,@CapAtomyc That link isn't working for me for some reason
1961184291,worry,Trying to get some work done not too happy about work situation
1961184782,sadness,Hates moving
1961185118,neutral,@downtowndiane missed the cutoff for the free chocolate  eh well...bikini season is coming.....
1961185244,surprise,Officially out of my apt  Learned some stuff about the crazy neighbors that used to live across the hall....scary!
1961185508,sadness,"sooooo, i just dropped my phone.  don't text or tweet me, i'm currently banging my face against a spike covered poison ivy infested wall."
1961186234,surprise,Oh no! My kindergarten teacher died  Mrs. Collinson always remembered every student she ever had. Loved that lady.
1961186575,fun,@HiHillaryyy have fun
1961186643,sadness,Missin my boo
1961186781,neutral,So many wires to sort out
1961186788,hate,Just dropped my sistah off @ lax.    #fb
1961186826,surprise,The chicken noodle soup I made for lunch to feel better just burned my tongue . . .not a good day.
1961186910,worry,Sitting on the decking reading psychology notes with my ipod and my dog. It's far too warm
1961187726,sadness,Murray just got broken
1961187746,surprise,gogowww how come we can't have deals like that from Houston?
1961187863,hate,@huma_rashid reeeaaaally... why though??  ew i hate stockings
1961188006,worry,"@northernpest DID YOU GO? was it good, i was in center parcs  who else went!? xxxxxxx"
1961188370,worry,UNC budget  cuts may rise to 18%   http://tinyurl.com/mdm5tp
1961188382,sadness,"is enjoying a yummy salad, but missing her avocado  that's what happens when your husband does the grocery shop."
1961188464,love,really want to go to the nets
1961188627,happiness,"[stapler haiku] Whar a Night! Woo Hoo! Yeah! / A beautiful night to party! / Oops, I'm a stapler..."
1961188926,fun,missing @ikewii lol. plaid bud. haha. damn i can't do the BG right.
1961189005,neutral,RAM upgrade=done! FF still slow so disabling all add-ons  Not sure which ones will make the cut to be honest. It's like Sophie's Choice!
1961189207,hate,has not finished the bio mols mind map  stupid sheet hid sections from me on the back!
1961189638,worry,I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it's dead. http://tinyurl.com/mlh4f5
1961189720,anger,aaaaaaaaaaa McFly
1961190120,hate,So booooored  I learned this though! ????????
1961190230,relief,time for work!
1961190580,worry,"Traded her iPod for my brother`s cellphone. My phone died, e"
1961190858,worry,It's 82 degrees and gorgeous out.. And I'm stuck in the library because I have a midterm in 2 hours.. so lame!!
1961190913,sadness,@roxeecruz ur linky no worky
1961191095,worry,Sad to be leaving so soon
1961191716,worry,I feel like shit cause I couldnt sleep last night and went to sleep at 320 n bk up at 6  soooo tired!!!
1961191747,neutral,@tommcfly Please don't forget french fans ! We are HERE !
1961192464,worry,"@PochaccoYoly well, I took it in early '00, graduated in '01. we were the final stage guinea pigs  it seriously is a waste of time."
1961192614,hate,Worst day ever. And its only noon.
1961192766,neutral,I didn't get the job  but I will keep applying to other school.....I do want to teach!!!
1961192897,sadness,listening through the Mendeed discog once again. I still think their disbanding is a loss.  #metal
1961193293,neutral,i've not had a reply on my topic yet  lolz welll its not somethin you could reply too but yanno ;)
1961194220,sadness,My friends are mocking my weekend!  @JamesPMacDonald have they been talking to you?
1961194524,hate,i want a ghd straightener but the shipping costs 50 pounds? NO DEAL!
1961194683,worry,fuck awake at 2 am !  i hate sickness
1961195335,neutral,i can't seem to access Restuarant City due to some internet / javascript problem...
1961195969,worry,Pulled in all directions and not knowing where to go
1961196045,worry,Having real bad headache..
1961196059,worry,@KillzoneDotCom WHY?
1961196206,worry,Fuccin bacc hurts now. Just dragged the long blocc on a piece of wood. From the corner to in my garage.
1961196357,worry,@JaneHungOz hope the presentation went well today?! tweet me if yr on campus tomorrow - I'll be around from lunch time onwards
1961212401,sadness,you wanna know what's worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon
1961212760,neutral,Cleaning
1961212767,hate,"@thenk83 I've been waiting about the same time to get in, its whenever they feel like it..."
1961212813,hate,Son of a bitch...my media thing that streams music from home isn't working again  Why can't itunes play music from my iphone
1961212834,worry,@Running5k2day Oh no! Hope it's not as bad as it sounds!
1961213348,neutral,@SuperWiki i want to gooo
1961213412,sadness,@TysonDueck Too bad.
1961213849,worry,Just found out my Abuelo in Aguadilla is not doing well
1961213958,love,@tommcfly Do a tour in the Philippines sometime.  A lot of fans here would really love that!
1961214088,love,@INTYCEYOU hey love whats up! my voice is shot  whats new with you
1961214279,worry,Trying to get this swimmer's ear to go away!!
1961214321,happiness,i'm under 100 followers again  gosh darn. good mood atm. might have a bbq later. heat waaaave &lt;3
1961214593,sadness,@thodwris RIP Michael
1961214653,worry,Exams are kinda near. Just a week more. 2 Projects yet to be submitted  and almost failing in one of the subjects. May ALLAH save me
1961215208,hate,@AnnieOleary its not a starfleet one  its not even a romulin one  its like the random one i dont remember ha. and you cant wear it! lame
1961215257,worry,OMG IM IN SUCH A BAD MOOD 2DAY   wats ppl doin2nite?
1961215362,happiness,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me
1961215445,happiness,@josemarques I don't feel like having to reboot  If only OSX supported Hibernate &amp; Reboot in Bootcamp... -.-
1961215555,surprise,I dont think he's ganna text me.
1961216367,worry,last school day tomorrow! it was the funnest day ever. BUt also really sad  Righ ow I'm getting ready to go to Moab with Phil!!!
1961216493,sadness,Oww. Can't even describe how much my back hurts. Going to have to go to the stupid doctor.
1961216972,sadness,@MynameisDon I ALWAYS miss out! I wont be able to commence in the foolishness til' the fall  But come fall I'll be visiting!! YAY!!
1961217445,neutral,"Dreaming of bacon waffles, with fresh butter and maple syrup and brewed coffee..."
1961217784,neutral,"&quot;Hi Im Jonathan from Spotify, 4 just 9.99 a month u cn have unlimited music w/ no interuptions&quot; But I luv r little chats J, dont leave me"
1961217818,surprise,"My poor heather, she didnt make the cheerleading squad. Im sorry babygirl. Maybe next year"
1961217929,sadness,Aaaaahhhh.... Friday!!!! but.......     Funeral at 5
1961218037,hate,@WhitPR lol... i've been in Bk for over a year... going on 2 and u haven't come yet!!!
1961218139,hate,"I told andrew that JT is going to cameo @ MTV movie awards. He said, &quot;he's pissing me off.&quot; guess they're in a fight"
1961218285,love,@dever  Hope you have a better weekend then..
1961218485,worry,"@ryan_price Oi, I ran into the problem too  not a good fix, but there's an app in utilities called &quot;Grab&quot; that works good enough..."
1961218799,sadness,Sun has been making me happy =] Shame about work tonight  x
1961219061,surprise,On the way back to dublin Omg didnt hit the bed until 530  so i am so sleepy   but once again on the road back to good ole  dublin :-p ...
1961219726,worry,@lamborghinibow u were doing good with the replys now u fallin off sad face
1961219828,neutral,Going home but will be back! After I get groceries and stuff
1961219854,sadness,@Nobilis I feel your pain. Mine is the same way
1961219902,enthusiasm,@JanaiChristian While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it!
1961219914,neutral,ACABOU!!!
1961220173,worry,@conorp its so sad! i wish i could stay longer! It the last time ill see you tonight  better not wear my make up!
1961220241,sadness,Sad day in the office. Glad it's Friday. Like to get away from this for a while. Poor co-worker just lost her son.
1961220489,love,@mrinal and the other variable types that we have are not going to be any helpful here!  what is the margin of error here?
1961220568,hate,"Frustrating when u r in the mood, but your partner is at work. Ugh!"
1961220887,worry,UGH! I have GOT TO STOP biting my nails  grrrrr
1961221079,sadness,Wishes she had a pool
1961221286,worry,at the redi med. getting checked for strep throat.
1961221791,neutral,"@tommcfly @dougiemcfly broken little toe? vai the doctor! Hoje vocï¿½ vai na 89FM, quero vï¿½-lo atravï¿½s da Internet. got to see it"
1961222366,happiness,found six great vegan places to eat and relax at; four of which I can't get to without a car
1961222411,sadness,Soooo not feeling well and I need to get out of bed
1961222597,sadness,"well it's not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !"
1961222929,worry,i'm soooo tired i have to study for all of my subjects ..... history is gonna be SO hard!!!! &gt;.&lt; help me!
1961222939,surprise,"OK, my boo-boo: Daddy took his dental bridge-front tooth- out and forgot it on the table.  Uh-Oh, shiney plastic for me to chew! I sawwy"
1961223189,happiness,In the university with hungry!!
1961224347,boredom,Its seriously quiet and lonely here without Bunny
1961224416,worry,@IamABoogs oh plzzzzz u never had time for me!!!
1961224695,worry,FML. I hate CSS SO BAD. I can't find an lj layout that has everything I want.
1961224811,worry,in class sick and hungry
1961225081,hate,"@EllipticEye  ....what did she EVER do to piss them off?    I thought you just meant casting-related wank, not more of that crap."
1961225169,worry,@RainbowAnne OMG what posts were deleted? So annoyed I can't go on forum at work!
1961225337,hate,Last Friday of Highschool...that's intense! One more test to go...economics. Ewww man!
1961225397,relief,@Pichu Crap. Now you have to cover the whole purse with those so it looks like a pattern.
1961225813,worry,i got a replacement phone and now all my text messages and call history are gone.  I am sad.
1961225991,sadness,@chrlttgrc nope im nott! i was planning on doing but my aunties come over from america and we're havin this big family meal so i cant  xx
1961226042,neutral,"@StitchinSista It happened to me the other day (customer asked me to ship to her work address), I sent her another one"
1961226373,surprise,@channisaulfah Not even better than Kapsel cha  Dy nulis notes? Spertinya gw ga ditag cuz g ada notificationnya... Huhu.
1961226892,worry,@wowinsider no    I kind of miss my first main.   Male Tauren Shaman named Icewater stuck at 61.  Maybe I'll fetch him one day.
1961226949,sadness,@feltbeats That's right... kick me when I'm down.
1961227039,neutral,@wendilynnmakeup Good Morning! It's been a while since I've &quot;talked&quot; to you   - Keep up the awesome tweets.
1961227194,hate,Ugh i hate not having my car!! i miss you my little ford focus!!!
1961227427,worry,@meinj Can't do tonight - could kill a pint though. Another day...
1961227787,worry,Decaf isn't cutting it right now.  ? http://blip.fm/~79g85
1961227894,sadness,@TearlessPoet hmmm really??? that's weird idk about that one  sowwy
1961228020,neutral,@wendydoeswaco Beatrice?? I don't remember his guide
1961234861,worry,"@PeterPolaco I'm guessing the belt thing is a no-go since I didn't hear back..Sorry  Stop by this weekend, we'll talk bout the ring, etc."
1961235234,love,"aww twiter i miss you.. today i'll post a little more.. i mea, after the movie theater..ahah soo coold here"
1961235319,sadness,@Nic0pic0 Lots of things Nico. Gud news: I have a job Bad news: Its in the middle of nowhere. Got my phone 4 twitter but cnt play videos.
1961235482,surprise,@GrafittiMySoul Hell if I know. @callunax I'm suffering
1961236014,neutral,http://twitpic.com/66shw - Just took this for class just 5 minutes ago its awsome being here too bad i graduate next year
1961236025,neutral,i went to go check my phone for messages. then i remembered i dont have a phone anymore
1961236508,worry,weather is making me gloomy
1961236510,worry,lamentablemente paso  #jrztwitterlunch
1961237275,worry,"it's so slow, and I want to go home already"
1961237351,sadness,sourish limbs is preventing me from gg out on a friday. not happy. i haven't been on at 12am for a v long time...even more so on a fri
1961237596,neutral,Blah. Work at job one all day and job two all night.
1961237668,happiness,"@lauradawg LOL she is okay, its just he songs are so catchy they get stuck in my head"
1961237914,worry,i'm worried because something bad happened today and i don't know what's gonna happen next.
1961238151,hate,i'm getting ready for tonight (teachers dinner on the beach!) but it's raining and i hate this!
1961238484,worry,45Th st pub anyone tonight? Dont want to be a lonely drunk tonight
1961238560,worry,is hurt and upset and trying to smile when i feel broken inside
1961238727,happiness,Back in Manchester. Whats with the weather? Sweaty
1961238776,surprise,@Fazenastynas no  and i remember that one too! shit was so fun. i got aladdin! - TOO fun omg. now i wanna play
1961238907,neutral,@halbpro what's wrong with dressing in fifties fashion?
1961238994,worry,The time is not my friend today
1961239049,relief,"@MareBear2534 I know dude, i'm doing re-runs, making Jenny watch them now too so we can have conversations LOL.  Haven't been online much"
1961239166,neutral,@leifwells what time is our conference call??
1961239181,worry,@MustBeBenHughes hahah! sadly there is no current activity though in the room
1961239273,sadness,sick of math
1961239404,hate,French isn't meant to be taught to asians
1961239892,happiness,"@KimberlySMoore It's good they're realistic, but I still don't like thinking about it!!!"
1961240344,happiness,Finally left the house! It's gloomy outside.
1961240537,neutral,wants chocolate milkkk
1961240547,neutral,I wanna go see the cab really bad.
1961240741,happiness,"Loving the sun today, even thought I should be revising. Not a good day though, been at Kates all afty, shit day for her bless her  x"
1961241352,worry,"Went to get dog from vets, theyve stitched her ear, charged us for it but she still bleeds like a waterfall everytime she moves. D: WHY!"
1961241522,worry,Just found out I have to leave my lovely flat!! And been waiting 2.5 hours for a plumber. Still no job news.  Not a good day
1961241573,neutral,@elijahmanor targeted browser for what?! I just read that Windows Mobile uses the IE6 core as its default.
1961241583,hate,"Damn, need to replace MacBook display. CHF 670 for work and hardware - almost half of the MB price"
1961241758,worry,"@BillyBush um, I think what I will miss the most is.. JAY LENO!!!!!!!!"
1961241909,surprise,holy crap. where did all my time go? =/ gta4 has sucked away my life.. and wasted a whole week! ...i wish i had more self control
1961242128,worry,Ive totally not got that job  i can just tell.
1961242468,sadness,@jferlee I didn't see it last night!  Oh well. But I HAVE to watch it in theaters. That's a MUST.
1961242985,sadness,@jephjacques my three most hated words are &quot;see you monday&quot;
1961243059,enthusiasm,"Just been out to try to catch a swarm, gone into a roof gable end   Set up a bait hive an hoping for the best at the moment"
1961243110,neutral,ughhh seriously hung over
1961243505,sadness,extremely bored.
1961243837,worry,why is it so fucking cold ??!
1961243868,surprise,@alenadoma apparently a looong time seeing as they seem to be everywhere except LA
1961244203,happiness,via @cornellfinch: Found #geocache Head's Up! http://coord.info/gc1ret6. Probably my only find of the day.  http://bit.ly/JS3S4
1961244229,worry,@MishDance i miss your dance friends too.
1961244280,worry,@HelenGoytizolo kayla &amp; I went to go visit you but they wouldn't let us in school!
1961244409,sadness,The computer at work hates me.  have to call tech support. Again...
1961244432,neutral,eh...but I'll be picking cotton soon....need to suppliment my income
1961244630,worry,My hair dresser passed away yesterday from breast cancer  She was the greatest hair dresser I'd ever been to!
1961244696,worry,getting ready to go to IKEA. All alone cuz no one will go with me
1961244742,neutral,@Bbolin1469 Why is it going to be anti-social?
1961244960,neutral,@tyhra_renee @MzLadi_B Fa real Me n Shay been on the toilet all night Shlda knwn sumthin ws up whn they didn't crd us 4 our Scorpian bwl
1961245370,empty,I've only been up for an hour and today already sucks
1961246006,hate,So I got the day off cuz I had hundreds of things to do....then I woke up with a f*ckin migrane...there goes my day in bed
1961246096,empty,Is not looking forward to the LSAT
1961246115,enthusiasm,@DisneyLuis Aww what happened?
1961246776,worry,@tommcfly I don't know what to write anymore! My mind must be tired. It's past midnight here already. Do a tour in the Philippines?
1961247714,fun,WORS bike race at camp this weekend=a total of 1500 people. Going anywhere Sunday is not an option as they race right past the house  #fb
1961247733,worry,I do not feel good
1961247981,hate,@Natalie_McLife yeah that is the one thing i hate about tweetdeck
1961248015,worry,Cat is anxiously watching wild turkeys in my back yard....I think they have their eyes on my bunny rabbit
1961248216,happiness,@patsytravers http://twitpic.com/66sbz - thats actually adorable! ooh how i miss dude
1961248529,neutral,work til 9
1961248597,love,changos el link no me sirve mta
1961248792,sadness,I wanna be out in the sunshineeeeeee
1961249166,hate,Just look @ this hellacious desk...good grief  http://short.to/cevd
1961249405,sadness,"@mrs_mcsupergirl ok, finished set u free, and i am sooooo mad rite now...it cant end like that, i dont want him to be the bad guy"
1961249566,worry,@ME215 I know it's just a sprain. It's a repetitive injury for me.
1961249586,neutral,*yawn* At a hotel. Moving tomorrow
1961249922,worry,@geekgirl444 apparently so!  I'm falling apart in front of my eyes
1961250032,neutral,I wish I could get sushi delivered to work
1961251578,surprise,http://twitpic.com/66sls - @megelin and I just saw this monster dog in the park
1961251747,sadness,workout stunk...no headphones.
1961252266,hate,I hate hiccups
1961252528,fun,says ...tomorrow is another day...  http://plurk.com/p/x1pxh
1961252725,worry,"such beautiful weather.. .why are u sick, baby ?  @ tanapolis"
1961253361,happiness,@ddlovato miss chatting with you
1961253585,neutral,@stepherann....if you see Christoph please tell his lunch was packed this morning and he left it in the fridge
1961253667,worry,"This Wired article should have mentioned R, but didn't  http://tr.im/mNON #rstats"
1961253775,sadness,"headache, headache, go away. come again another day...."
1961253896,neutral,Time is going slow
1961254659,sadness,i wish my drems could come true
1961255219,worry,"@majcher I have been run down all week, going to bed around 8:30 each night because of my allergies. It is miserable."
1961255248,neutral,@stevenbward my interview if picked is NY too. But you probably forgot about me after blogtalk radio.
1961255343,worry,.@petraeujane Too bad they never made it over here during the last ten years
1961255470,sadness,im at home....on a friday night.  but it's all good!
1961255487,worry,@Oblivion I know! I miss her...
1961255989,sadness,"tired and bored, watching movies while i'm home alone"
1961256420,neutral,@gracetanglefoot what? You won't be two blocks away any more?
1961256717,sadness,"Screw it goin back to bed,,ill just go tomorrow ,,,,,kinda sad"
1961257112,hate,hates putting in new contacts
1961257170,love,"@sarrasina OMG...thank you so much for sending that, I hadn't seen yet. So loving the new Phoenix, too bad they're not coming to Seattle"
1961257236,worry,asks: did anyone possibly get a photo of me receiving my diploma? Dad's camera died right at that moment.
1961257427,sadness,@tinylegacies *sighs* Ah well.  Maybe my second email will clear it up and get him approved.
1961257565,happiness,Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks
1961257619,worry,Huffy is not having a good day night or life. Poor baby
1961258392,worry,Drunkduck misspelled &quot;Buinne&quot; for the announcement of the twenty-fifth page. I'm very sad.
1961258509,worry,@africanewtonxx oh my god. i can't do the end of the dance  *sob*
1961259981,worry,"Has been listening to 2 nine yr olds, murdering hannah montanna on disney sing it.. Bring on the headache tablets!!"
1961260346,happiness,"Ohhhh man  My mom got a bag of these caramel candy things, they're soooo good. I'm going to get so fat off of them ;__;"
1961260725,worry,@aftashok    i dont forget yall...i dont think im lowkey..i think i spend a lot of time on here actually..sometimes too much
1961261012,surprise,ok so my appointment WAS at 12pm why am I still waiting 2 get my hair done. Wish everyone know the meaning of on time. I was here early 2
1961261342,worry,I can't stop crying......I can't live like this.
1961261601,sadness,i hate interviews. im going to do horrible today
1961261633,sadness,@BrendonBudness unfortunatley it is the tooth kind of crown
1961261937,happiness,Hallooo bayern!hallooo stau!
1961262423,neutral,everything is spinning
1961262579,worry,@yashved_2890 Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks
1961262584,neutral,"@IncrediBILL actually, web works fine. tweetdeck keeps crashing  i'm in NJ today avoiding nascar"
1961262703,sadness,@lexie_98 Kevin can't leave work until 2
1961263203,sadness,Head ache  Tom's call time is really early because the shows will start at 2:30PM. Recovered like 150+ photos already... 700 more to go!
1961263656,happiness,@ShannonGrissom @grannypig #followfriday thank you!  I'm still not even close to what I had as @GottaLaff
1961263879,worry,@laylakayleigh i miss music on mtv!
1961263895,worry,I'm sad to have lost another person close to me to cancer
1961264051,neutral,Pissed that my bluetooth headset's battery out lasted my cell's battery... Gg moto q.
1961264086,neutral,@MCRmuffin
1961264123,sadness,"@RoxieDax Ten hours ago, I was was sleeping, sorry."
1961264292,love,It's officially the start and the end of my summer. Oh summer school
1961264801,worry,@jane_l I blame you for 1/2 price Fridays replacing Free Book Fridays. They don't want you doing #rrtheatre anymore.
1961264949,worry,Back is SORE... should not have done that jump last night
1961265008,worry,@johannabee I hope it's something relatively minor and easy to heal. I can't stand it when the furbabies get sick.
1961265994,sadness,is in route 2 da' beach! No sun yet
1961266148,sadness,Aww nobody likes the album I posted after a million attempts  Boohoo
1961266371,neutral,@LucyFurLeaps It's still up the duff boo
1961266457,worry,@MissMelody in my opinion one gray hair is one too many... I have way too many as well
1961267581,neutral,Please don't forget us
1961268054,sadness,"I was supported to do things I didn't like,, n when I was about to do what I intrested in,, mom always refused it..."
1961268137,sadness,I really miss my phone  i cant wait till my new one comes
1961268227,sadness,now the pic wont load up on twitter
1961268384,sadness,@novemberlight I sometimes fail
1961268446,sadness,@fossiloflife was being sarcy as usual
1961268658,sadness,"@SpookyJenB @diver4skynsea Stop it, you are makin' me sad"
1961268941,neutral,June gloom is upon us.
1961269073,happiness,@socallove yeah  it will get better though  i know it!
1961269392,hate,English exam! Bleh i hate vocab
1961269403,happiness,I'm packed up &amp; leaving my Canterbury office &amp; my fab QA&amp;V colleagues for the last time   A great bunch of people. I will miss you xx
1961269607,worry,Just got laid off  stupid economy!
1961269752,neutral,"Tomorrowland central hasn't gotten confirmation that I'm signed off on Star Tours, so just waiting to see if they can give me a shift."
1961269902,sadness,bad hair day
1961276271,anger,Shout out to my moms for wakin me up so prematurely! Preciate it
1961276457,neutral,@StLCardsGuy me either
1961276691,hate,"Holy crap...Sharapova is taking a beating from an unseeded qualifier...ok, o back to doubles!"
1961276730,sadness,@ToyStory2wasOk The party has to be moved to next weekend  ..stupid weather.
1961277076,sadness,@sirhova I was supposed to go to philly as well....bailed out last minute
1961277154,love,Just read McDonald's is actually running more ads than before the economic slowdown. Great. I'm lovin it.
1961277560,neutral,@getgood I missed out on carrot cake last night.  Hope you had fun @wxwm.
1961278370,neutral,"@tommcfly Oh no! A lot of people are starting to tweet again! Hope you could still read our multiple tweets  Philippines tour, please?"
1961278423,sadness,@Cinderell4 bad luck  oh well next time you will be more lucky...
1961278745,worry,@Mister_SEX I do!  I'll probably get fired if I do though
1961278872,sadness,"Really good concepts at #mozconcept. I *really* love to send something mine, but no time"
1961279333,worry,he killed everyone for nothing. :o  :-ss
1961280361,worry,@jenberesford So sorry to hear about your mom! that really sucks
1961280467,sadness,Ugh - car got stolen sometime between yesterday evening and this morning when husband was due to go to work  Like we can afford this???
1961280610,worry,"@SuperGinge Inorite, humid as well"
1961280999,happiness,My Degree  [Tear] happy moment!  http://mypict.me/1ZpF
1961281663,happiness,Have a happy Friday and weekend everyone .. TGIF for me is nothing
1961281760,sadness,im sad about missing out on the opportunity to be in valencia's new video.
1961281798,worry,"@mileycyrus I think i have same disorder, stay up al night 4 no reason n sleep al day !!  SUUUKS"
1961281804,happiness,"@mariamariamaria i'm sorry you aren't feeling too good, mama  I'm heading up today @ 4, i'll be calling you .."
1961281805,sadness,Leaving NOLA today  Counting down the seconds 'til I start crying. Love this place so much.
1961282068,happiness,@AnnaSaccone Seeing my friends and doing coursework  I have the weekend off work so I am happy!
1961282376,anger,Stupid red hair is too difficult on the upkeep. Re-dyed it a more manageable brown-red. Boo
1961282406,happiness,"@alliemunchkin :3, Youtube loves my HD videos  well maybe."
1961282497,hate,@tylerakira - ughhh!!! have to go back there tonight
1961282930,worry,"can't wait to get his hands on his new blackberry, this one is dying on me"
1961283058,worry,Searching apartments in Kaohsiung. Will go seeing the apartments on next Tuesday. Haven't found a good one with reasonable rent...
1961283172,sadness,"@AliceS1 hey, I can't make it to Makers tonight"
1961283943,happiness,Licking chocolate crumbs off a Twirl wrapper like Zammo on smack
1961284163,love,@ispybeauty philly was soooo fun. im trying to come to sea isle asap. im working alot the next two weeks tho b/c alot of peole asked off
1961284403,neutral,"They had a site, then a blog, now they have the worst zoning/concept of the year - Heaven.fr, tell meh it's a fake"
1961284535,neutral,Lack of plans for tonight  Anyone going out?
1961284607,worry,@IvanaE grrrrrrrrrrrrrr ive barely read any of it
1961284750,sadness,"@cbobcreson @silatjunkie  So, @kfrieze just pointed out to me that she has not been able to be involved in this convo for lack an iPhone"
1961284984,hate,"Today i Know, My Life Is Empty...  Thats sad but real!!"
1961285420,hate,@brooketastic my keys were cracking and crap. I kind of miss my old phone already.
1961285974,surprise,AHHHH! Cant find anything because I have way too much open
1961286038,worry,"Gone up to 8mm on my plug. Help, this is where I said I'd go maximum and I still want to stretch it more..."
1961286197,sadness,"It has been 24 hours now, since I had my dog put to sleep.  RIP my old friend."
1961286235,sadness,"I wouldn't mind some sunshine and a walk. Where are you, summer??"
1961286373,neutral,i have such a sore head
1961286550,fun,"@ashleytisdale have fun!!!!  i dont have school for a while, wish i could go to germany... its like 1 hour away  xoxo"
1961286703,sadness,@windycitypretty that is sickening... Just shoot at will? Smh... Prayers for his family...
1961287051,worry,gosh im bored. its early..n i wanna go..to sleeeepp why am i at work?  *kay&lt;3*
1961287132,worry,no more twitter in a while   .. tweet tweet
1961287379,sadness,"@Annie713 It's ugly and gray outside even in San Diego. Not too cold, will get to 70, but May-gray June-gloom for us all"
1961287443,enthusiasm,"@jodiekearns I'm there all weekend, expecting it to be way too hot"
1961287800,love,"@tommcfly My eyes are starting to hurt! It's getting super late. But I just gotta keep tweeting. Haha! Philippines tour, please, Tom?"
1961287802,sadness,Finally got a call for marriage counseling 3 days late....
1961287855,empty,"I must have applied for about 20 jobs every day this week, why won't one of them contact me???"
1961288431,worry,@mommymbd nope anthony wrecked his car i have to help him get it running
1961288549,worry,Can't believe this Shit! I've spend 30 minutes for for a snickers ice cream... Seems like no one does then anymore!
1961288665,fun,Morning...I woke up to watch @taylorswift13 on the Today show. You rocked it girl. Wish I could have been there. So close but so far away
1961289110,happiness,finally got out of a 12 km traffic jam. we'll probably not be able to make it in time for a few laps tonight
1961289509,sadness,Smart cars are the most worthless cars ever made. &amp; it makes me sad how many of them I see anymore.
1961290071,worry,@brewstermax true but if I don't put a case on it I'll break it in a week.  don't worry ill find a way to make it work.
1961290460,worry,Will you guy's keep voting for her and ask u'r followers to help to. Only 4days left before competitions close.
1961290637,surprise,Hi ya twitt's..so leaving sat morning here in TX..sad  I guess gotta really find a job now..if anyone in Atlanta needs a great designer..
1961290660,sadness,"@mmitchelldaviss mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full"
1961291085,worry,My throat is killing me
1961291344,empty,"I'm struggling today...Nola woke up at 3:30, so I'm running on no sleep."
1961291543,neutral,is still craving for a cheeseburger.
1961291682,neutral,Back from Worcester.  My work week starts on Friday at 2:30.
